,QueryId,EntityId
809,020,3909158
810,020,3916931
811,020,3205725
812,020,1285988
813,020,3410997
814,020,1004341
815,020,1213331
816,020,3501944
817,020,4404859
818,020,0342052
819,020,3169000
820,020,0715256
821,020,1441900
822,020,1436701
823,020,0519111
824,020,3826884
825,020,1010810
826,020,3107813
827,020,0840423
828,020,2366845
829,020,1401791
830,020,1951191
831,020,2523105
832,020,3261684
833,020,4243395
834,020,4360212
835,020,0800491
836,020,0891352
837,020,1477954
838,020,2915243
839,020,3875508
840,020,4378634
841,020,4387480
842,020,1807455
843,020,3874225
844,020,3958427
845,020,1116485
846,020,1902887
847,020,3383764
848,020,3359503
849,020,1656462
850,020,2188151
851,020,3524866
852,020,1793225
853,020,1709976
854,020,3365399
855,020,1972920
856,020,1969133
857,020,4369955
858,020,3148360
859,020,0589035
860,020,1329772
861,020,1358669
862,020,3948266
863,020,2522111
864,020,2770283
865,020,3148382
866,020,3148310
867,020,3111378
868,020,4292608
869,020,1556513
870,020,4233791
871,020,4478393
872,020,4589589
873,020,1990430
874,020,3223591
875,020,1964252
876,020,1964749
877,020,3963100
878,020,2771192
879,020,3882555
880,020,1291014
881,020,2914090
882,020,2116110
883,020,3007155
884,020,3074534
885,020,1174729
886,020,1686539
887,020,2201199
888,020,1487700
889,020,0337405
890,020,1487797
891,020,1353172
892,020,1487691
893,020,4098972
894,020,3148311
895,020,3148312
896,020,2881376
897,020,1487690
898,020,1487720
899,020,2813687
900,021,4113143
901,021,1019610
902,021,1794601
903,021,4517117
904,021,4098685
905,021,3138162
906,021,2555946
907,021,3430059
908,021,3632424
909,021,4110135
910,021,4058906
911,021,3138237
912,021,4388732
913,021,1852499
914,021,3139462
915,021,2409895
916,021,3168816
917,021,3138485
918,021,4452011
919,021,2508501
920,021,2508502
921,021,2508508
922,021,2508509
923,021,2737142
924,021,3809959
925,021,4452012
926,021,2508499
927,021,2508500
928,021,2508503
929,021,2508504
930,021,4388558
931,021,4388832
932,021,4126004
933,021,2558156
934,021,3138948
935,021,0502878
936,021,2155333
937,021,0567991
938,021,2476616
939,021,0295321
940,021,2548115
941,021,3138078
942,021,3139657
943,021,3809960
944,021,4421068
945,021,4132760
946,021,2508505
947,021,2508506
948,021,2936076
949,021,0045216
950,021,4452010
951,021,0563812
952,021,2074985
953,021,0563596
954,021,1851339
955,021,3484717
956,021,0566337
957,021,2417933
958,021,4388551
959,021,4388727
960,021,2508507
961,021,0565851
962,021,0038842
963,021,0789139
964,021,1077210
965,021,3139520
966,021,1828980
967,021,4063115
968,021,2505545
969,021,3029196
970,021,4532172
971,021,1869408
972,021,3138761
973,021,0564822
974,021,3138341
975,021,2544304
976,021,4466346
977,021,0569323
978,021,1278950
979,021,3138734
980,021,0043940
981,021,1279766
982,021,2556073
983,021,4083396
984,021,4388717
985,021,3138464
986,021,2982571
987,021,3387553
988,021,1762125
989,021,4388810
990,021,4421551
991,021,4313885
992,021,1437673
993,021,4388730
994,021,0041456
995,021,4388867
996,021,0564073
997,021,3140015
998,021,2979876
999,021,0262546
1000,022,3138162
1001,022,2555946
1002,022,4058906
1003,022,3138237
1004,022,4388732
1005,022,1852499
1006,022,3139462
1007,022,2409895
1008,022,3168816
1009,022,3138485
1010,022,4452011
1011,022,2508501
1012,022,2508502
1013,022,2508508
1014,022,2508509
1015,022,2737142
1016,022,3809959
1017,022,4452012
1018,022,2508499
1019,022,2508500
1020,022,2508503
1021,022,2508504
1022,022,4388832
1023,022,2558156
1024,022,3138948
1025,022,0502878
1026,022,2155333
1027,022,0567991
1028,022,2476616
1029,022,0295321
1030,022,2548115
1031,022,3138078
1032,022,3139657
1033,022,3809960
1034,022,4421068
1035,022,4132760
1036,022,2508505
1037,022,2508506
1038,022,0045216
1039,022,4452010
1040,022,0563812
1041,022,0563596
1042,022,1851339
1043,022,3484717
1044,022,0566337
1045,022,2417933
1046,022,4388551
1047,022,4388727
1048,022,2508507
1049,022,0565851
1050,022,0038842
1051,022,0789139
1052,022,1077210
1053,022,3139520
1054,022,4063115
1055,022,3029196
1056,022,4532172
1057,022,1869408
1058,022,3138761
1059,022,0564822
1060,022,3138341
1061,022,2544304
1062,022,4466346
1063,022,0569323
1064,022,1278950
1065,022,3138734
1066,022,0043940
1067,022,1279766
1068,022,2556073
1069,022,4083396
1070,022,4388717
1071,022,3138464
1072,022,2982571
1073,022,3387553
1074,022,1762125
1075,022,4388810
1076,022,4421551
1077,022,1437673
1078,022,4388730
1079,022,0041456
1080,022,4388867
1081,022,0564073
1082,022,3140015
1083,022,2979876
1084,022,0262546
1085,022,2505540
1086,022,3789094
1087,022,0043323
1088,022,0570553
1089,022,0053130
1090,022,3570697
1091,022,2508513
1092,022,3139100
1093,022,4267547
1094,022,4388734
1095,022,3139876
1096,022,4267603
1097,022,0042667
1098,022,0044589
1099,022,1432222
1100,025,2536318
1101,025,4303928
1102,025,2627525
1103,025,3413569
1104,025,0761471
1105,025,4421554
1106,025,0941411
1107,025,2320420
1108,025,3092528
1109,025,0623407
1110,025,0805111
1111,025,1077326
1112,025,0758761
1113,025,1077212
1114,025,1076162
1115,025,4267043
1116,025,3299878
1117,025,4564431
1118,025,0514548
1119,025,4564434
1120,025,4582256
1121,025,0761411
1122,025,2983533
1123,025,2603066
1124,025,3386864
1125,025,1884953
1126,025,1076159
1127,025,4388924
1128,025,0514495
1129,025,1911236
1130,025,0760279
1131,025,1002591
1132,025,3295306
1133,025,2987218
1134,025,3299913
1135,025,1073897
1136,025,0941416
1137,025,1693728
1138,025,4023929
1139,025,1104379
1140,025,4633481
1141,025,2908055
1142,025,4498995
1143,025,2912074
1144,025,2983520
1145,025,4157962
1146,025,2912478
1147,025,1073914
1148,025,4550246
1149,025,1073904
1150,025,4388718
1151,025,4388670
1152,025,3979547
1153,025,2944561
1154,025,1089159
1155,025,2988603
1156,025,3092529
1157,025,0529154
1158,025,4094366
1159,025,4135708
1160,025,4146760
1161,025,2860338
1162,025,2292323
1163,025,4388735
1164,025,0489941
1165,025,1747736
1166,025,3597789
1167,025,2511309
1168,025,4004437
1169,025,3571443
1170,025,2274279
1171,025,3147237
1172,025,4388723
1173,025,4179909
1174,025,4004444
1175,025,2982767
1176,025,4246540
1177,025,1382332
1178,025,4388799
1179,025,4388802
1180,025,3539161
1181,025,4388843
1182,025,4388801
1183,025,4633502
1184,025,2980186
1185,025,4388813
1186,025,4388844
1187,025,4388845
1188,025,1340323
1189,025,3029089
1190,025,4388814
1191,025,3571450
1192,025,4388708
1193,025,4448636
1194,025,3499204
1195,025,1626747
1196,025,4388803
1197,025,4388804
1198,025,1077654
1199,025,4338360
1200,026,2508351
1201,026,3091864
1202,026,3438418
1203,026,1002548
1204,026,3297377
1205,026,0272222
1206,026,0835267
1207,026,1083882
1208,026,1076014
1209,026,3327630
1210,026,4167670
1211,026,2290518
1212,026,3058500
1213,026,4418521
1214,026,4397664
1215,026,4069423
1216,026,0788472
1217,026,3297347
1218,026,1188650
1219,026,1225770
1220,026,4026826
1221,026,4388924
1222,026,3297345
1223,026,0747571
1224,026,2450362
1225,026,1625234
1226,026,0795172
1227,026,2581878
1228,026,1625239
1229,026,1973179
1230,026,0788492
1231,026,0934168
1232,026,0517445
1233,026,4388613
1234,026,3421752
1235,026,4243422
1236,026,3297378
1237,026,1509464
1238,026,3488992
1239,026,0637384
1240,026,0535316
1241,026,3136288
1242,026,3327629
1243,026,1225724
1244,026,3421757
1245,026,0934166
1246,026,0272197
1247,026,4388612
1248,026,1625235
1249,026,2089640
1250,026,0227204
1251,026,4241270
1252,026,3866908
1253,026,2028984
1254,026,1630876
1255,026,3073864
1256,026,3297344
1257,026,4612254
1258,026,0360559
1259,026,1868499
1260,026,4246511
1261,026,1382332
1262,026,0326421
1263,026,0628723
1264,026,3823702
1265,026,1973178
1266,026,4002535
1267,026,4246512
1268,026,2219558
1269,026,4633502
1270,026,3740368
1271,026,0270767
1272,026,0271042
1273,026,0931454
1274,026,3238209
1275,026,1077654
1276,026,0588221
1277,026,4246515
1278,026,1969323
1279,026,2987223
1280,026,3426707
1281,026,1013988
1282,026,4059588
1283,026,3810999
1284,026,2617802
1285,026,4406820
1286,026,4407942
1287,026,4494391
1288,026,1206907
1289,026,1250319
1290,026,2987218
1291,026,1267657
1292,026,0514559
1293,026,0655346
1294,026,1621882
1295,026,4246466
1296,026,3592630
1297,026,2469604
1298,026,1715309
1299,026,3335285
1300,027,1714467
1301,027,3136883
1302,027,3136837
1303,027,3136808
1304,027,1079503
1305,027,1418407
1306,027,3136964
1307,027,3824168
1308,027,3489341
1309,027,3948567
1310,027,4242859
1311,027,0917417
1312,027,3360177
1313,027,0551493
1314,027,2777861
1315,027,2220012
1316,027,3613097
1317,027,2523813
1318,027,1020188
1319,027,0761498
1320,027,1058627
1321,027,1714468
1322,027,0514434
1323,027,1246288
1324,027,3511675
1325,027,2659940
1326,027,1714486
1327,027,0600554
1328,027,0487240
1329,027,0559430
1330,027,0325636
1331,027,2862341
1332,027,3024330
1333,027,0773445
1334,027,1787415
1335,027,2650518
1336,027,3136922
1337,027,3159704
1338,027,1472606
1339,027,3137434
1340,027,1269447
1341,027,0765302
1342,027,0432714
1343,027,0487275
1344,027,1962941
1345,027,3946907
1346,027,1714488
1347,027,0871058
1348,027,1246424
1349,027,0325587
1350,027,1083662
1351,027,3170753
1352,027,1685018
1353,027,1233251
1354,027,1246294
1355,027,0841745
1356,027,4062197
1357,027,2407793
1358,027,3714430
1359,027,2641174
1360,027,3442042
1361,027,1354462
1362,027,0337530
1363,027,0917099
1364,027,3498288
1365,027,1015720
1366,027,2066689
1367,027,1110135
1368,027,1246290
1369,027,4331086
1370,027,1267754
1371,027,0443774
1372,027,3817903
1373,027,2972717
1374,027,2280757
1375,027,1142947
1376,027,1714354
1377,027,0446536
1378,027,0917416
1379,027,0639692
1380,027,4454243
1381,027,1919847
1382,027,4273442
1383,027,0714143
1384,027,1647609
1385,027,1627714
1386,027,1263104
1387,027,1555182
1388,027,4273741
1389,027,2409658
1390,027,1714430
1391,027,3106906
1392,027,3127447
1393,027,4117385
1394,027,1309961
1395,027,4591425
1396,027,1408826
1397,027,3456904
1398,027,2286832
1399,027,4142182
1400,028,1714467
1401,028,3360177
1402,028,0551493
1403,028,2777861
1404,028,1647609
1405,028,2850676
1406,028,2850716
1407,028,1772141
1408,028,0713831
1409,028,1714468
1410,028,3511675
1411,028,3127447
1412,028,0945424
1413,028,1015775
1414,028,1217171
1415,028,3391970
1416,028,3136837
1417,028,0487262
1418,028,3976901
1419,028,0931833
1420,028,1472606
1421,028,2409956
1422,028,3137434
1423,028,0251249
1424,028,0600554
1425,028,4165661
1426,028,1750941
1427,028,1714488
1428,028,3136808
1429,028,3136883
1430,028,2066691
1431,028,2850602
1432,028,4441405
1433,028,2995550
1434,028,3750859
1435,028,1326526
1436,028,2409955
1437,028,3948567
1438,028,3442042
1439,028,0337530
1440,028,0917099
1441,028,2066689
1442,028,1110135
1443,028,0367756
1444,028,3750732
1445,028,4313934
1446,028,0917417
1447,028,1193157
1448,028,1751182
1449,028,1217172
1450,028,1714354
1451,028,1079503
1452,028,0446536
1453,028,0917416
1454,028,1919847
1455,028,3301407
1456,028,4164963
1457,028,3613097
1458,028,4629208
1459,028,2308911
1460,028,1555182
1461,028,3824168
1462,028,2409658
1463,028,2622460
1464,028,1714430
1465,028,3106906
1466,028,4117385
1467,028,2659849
1468,028,1217168
1469,028,3136964
1470,028,3206763
1471,028,2220012
1472,028,3456904
1473,028,4142182
1474,028,4223162
1475,028,1418407
1476,028,0995680
1477,028,1034649
1478,028,0337437
1479,028,2280757
1480,028,1142947
1481,028,0465844
1482,028,3948548
1483,028,2590084
1484,028,1020188
1485,028,3489341
1486,028,2060724
1487,028,3360383
1488,028,4629227
1489,028,1714460
1490,028,3220292
1491,028,3594830
1492,028,2066674
1493,028,1192377
1494,028,0627391
1495,028,3901102
1496,028,1000604
1497,028,4182338
1498,028,1688823
1499,028,2919111
1500,032,1155189
1501,032,3648375
1502,032,0661277
1503,032,3917084
1504,032,1714383
1505,032,4476650
1506,032,1627740
1507,032,4066427
1508,032,2475789
1509,032,2500785
1510,032,3735757
1511,032,2747161
1512,032,0720003
1513,032,3525643
1514,032,3245171
1515,032,4119045
1516,032,0255217
1517,032,0660534
1518,032,4247838
1519,032,0600554
1520,032,2520103
1521,032,0659550
1522,032,2299409
1523,032,3548273
1524,032,3245170
1525,032,2477610
1526,032,0660086
1527,032,1714439
1528,032,1693687
1529,032,1450851
1530,032,2807453
1531,032,4080287
1532,032,1912511
1533,032,3852881
1534,032,1671445
1535,032,1711905
1536,032,3904380
1537,032,0659537
1538,032,1714384
1539,032,3070437
1540,032,3858931
1541,032,3639866
1542,032,1053522
1543,032,1287898
1544,032,1883442
1545,032,2766336
1546,032,0843111
1547,032,3340054
1548,032,2133608
1549,032,4313935
1550,032,4242103
1551,032,1714423
1552,032,0245840
1553,032,1369227
1554,032,2569006
1555,032,4534904
1556,032,4077943
1557,032,1694579
1558,032,1216068
1559,032,4319844
1560,032,2619450
1561,032,4449523
1562,032,1954477
1563,032,1575907
1564,032,0936612
1565,032,4487298
1566,032,4091806
1567,032,3848116
1568,032,1714482
1569,032,3014268
1570,032,0663718
1571,032,2315878
1572,032,0624574
1573,032,0659548
1574,032,2272883
1575,032,2516824
1576,032,0359035
1577,032,4136504
1578,032,2356014
1579,032,4609203
1580,032,3516299
1581,032,1764359
1582,032,3939027
1583,032,3917083
1584,032,3826514
1585,032,2297166
1586,032,1714440
1587,032,2292527
1588,032,3920045
1589,032,3560104
1590,032,4466089
1591,032,3389709
1592,032,1110296
1593,032,2745389
1594,032,2409658
1595,032,2097819
1596,032,4524354
1597,032,1453816
1598,032,2581238
1599,032,0783634
1600,033,4028551
1601,033,0224926
1602,033,0166141
1603,033,2840989
1604,033,2840990
1605,033,4028538
1606,033,3564566
1607,033,0007083
1608,033,2840987
1609,033,0434726
1610,033,0473853
1611,033,2802132
1612,033,4028585
1613,033,0224949
1614,033,4028579
1615,033,1460444
1616,033,2915057
1617,033,4028576
1618,033,3087138
1619,033,4028572
1620,033,4028517
1621,033,4277301
1622,033,1465605
1623,033,4042661
1624,033,3484903
1625,033,4343165
1626,033,4028595
1627,033,4028596
1628,033,2029906
1629,033,4028592
1630,033,4548880
1631,033,2351635
1632,033,3425493
1633,033,4028513
1634,033,4028514
1635,033,4028535
1636,033,2553054
1637,033,4028561
1638,033,4028553
1639,033,1902025
1640,033,2447352
1641,033,2351636
1642,033,4145550
1643,033,4028565
1644,033,2649767
1645,033,3006683
1646,033,4028550
1647,033,4417305
1648,033,0247847
1649,033,2493049
1650,033,0242969
1651,033,0139461
1652,033,1348735
1653,033,0928261
1654,033,0526991
1655,033,4028584
1656,033,4028516
1657,033,4310806
1658,033,2395477
1659,033,4028525
1660,033,3406388
1661,033,4623090
1662,033,1865102
1663,033,3143567
